timestamp,elapsedtime
2018-06-04 18:23:44," 675
"
2018-06-04 18:23:52," 189
"
2018-06-04 18:24:00," 189
"
2018-06-04 18:24:08," 247
"
2018-06-04 18:24:16," 214
"
2018-06-04 18:24:24," 190
"
2018-06-04 18:24:32," 203
"
2018-06-04 18:24:40," 197
"
2018-06-04 18:24:48," 221
"
2018-06-04 18:24:56," 210
"
