timestamp,elapsedtime
2018-06-04 18:13:32," 712
"
2018-06-04 18:13:40," 708
"
2018-06-04 18:13:48," 737
"
2018-06-04 18:13:56," 699
"
2018-06-04 18:14:04," 679
"
2018-06-04 18:14:12," 691
"
2018-06-04 18:14:20," 683
"
2018-06-04 18:14:28," 723
"
2018-06-04 18:14:36," 689
"
2018-06-04 18:14:44," 687
"
